,sent_type,university,sent_id,aligned_to,sentence,cs_word_id,preceding_zh,first_cs_word_zh,preceding_zh first_cs_word_zh,zh_deprel + word and governor ,eng_translation,preceding_eng,first_cs_word_eng,preceding_eng first_cs_word_eng,eng_deprel + word and governor ,,
2611,non-code-switch,PIT,706,PIT_296,还 有 个 火锅 、 烤肉 锅 ！,7,烤肉,锅,烤肉 锅,dobj 烤肉 锅,There is also a hot pot and a barbecue pan!,hot,pot,hot pot,nsubj is pot,,
2613,non-code-switch,PIT,1170,PIT_305,客厅 超大 可 聚会 桌 游 ， 有 后 花园 可以 烧烤 。,10,后,花园,后 花园,nsubj 花园 烧烤,"The living room is huge for party board games, and there is a back garden for barbecue.",back,garden,back garden,nsubj is garden,,
2615,non-code-switch,PIT,695,PIT_308,电风扇 能 不 能 用 ？,1,</s>,电风扇,</s> 电风扇,nsubj 电风扇 用,Does the electric fan work?,the,electric fan,the electric fan,amod electric fan,,
2617,non-code-switch,PIT,3569,PIT_309,朝向 采光 特别 好,3,采光,特别,采光 特别,advmod 特别 好,Orientation is especially good for lighting,is,especially,is especially,advmod especially good,,
2619,non-code-switch,PIT,703,PIT_313,还 在 继续 更新 ！,2,还,在,还 在,advmod 在 继续,Continuing to update!,continuing,to,continuing to,mark to update,,
2621,non-code-switch,PIT,109,PIT_314,住 在 三 楼 ， 要 家具 的 最好 带 帮手 帮忙 搬 。,9,的,最好,的 最好,amod 最好 带,"Living on the third floor, if you want furniture, you'd better bring a helper to help move it.",you’d,better,you’d better,aux better bring,,
2623,non-code-switch,PIT,4217,PIT_322,如 九月 入住 ， 则 按 天 收费 。,7,按,天,按 天,nmod:prep 天 收费,"If you stay in September, you will be charged per day.",per,day,per day,obl charged day,,
2625,non-code-switch,PIT,4030,PIT_332,阳光 也 比较 充足 。,4,比较,充足,比较 充足,root  充足,There is also plenty of sunshine.,also,plenty,also plenty,nsubj is plenty,,
2627,non-code-switch,PIT,2903,PIT_333,客厅 房型 设计 科学 ， 隔断 后 基本 相当于 自己 的 房间 ， 不 受 厨房 厕所 干扰 。,12,的,房间,的 房间,dobj 相当于 房间,"The living room type design is scientific. After partition, it is basically equivalent to its own room, which is not disturbed by the kitchen toilet.",own,room,own room,obl equivalent room,,
2629,non-code-switch,PIT,1910,PIT_335,公共 区域 ： 卫生 由 房东 负责 打扫 ， 频率 很 高 ， 厕所 厨房 都 很 干净 ；,18,很,干净,很 干净,conj 高 干净,"Public areas: the landlord is responsible for cleaning, and the toilets and kitchens are very clean.",for,cleaning,for cleaning,obl responsible cleaning,,
2631,non-code-switch,PIT,4278,PIT_336,之前 两 年 也 是 跟 中国 学生 一 起 住 ， 因为 学生 毕业 回国 所以 再次 出租 。,11,起,住,起 住,nmod:prep 是 住,"I also lived with Chinese students for the previous two years, and rented them out again because the students returned to China after graduation.",also,lived,also lived,root lived,,
2633,non-code-switch,PIT,3155,PIT_353,水电 煤气 和 网络 全 包 。,2,水电,煤气,水电 煤气,conj 煤气 网络,"Water, electricity, gas and Internet are all included.",", ",gas,",  gas",conj Water gas,,
2635,non-code-switch,PIT,3339,PIT_358,煤气 ， 垃圾 ， 暖气 ， 全 包 。,7,，,全,， 全,advmod 全 包,"Gas, garbage, heating, everything.",", ",everything,",  everything",conj Gas everything,,
2637,non-code-switch,PIT,3730,PIT_360,周围 很 安静 ， 适合 读书 学习 ， 思考 人生 。,6,适合,读书,适合 读书,compound:nn 读书 学习,"It is very quiet around, suitable for reading, studying and thinking about life.",for,reading,for reading,obl suitable reading,,
2639,non-code-switch,PIT,467,PIT_365,图书馆 有 专门 的 儿童 馆 ， 经常 举行 各 种 丰富 的 教育 活动 。,1,</s>,图书馆,</s> 图书馆,nsubj 图书馆 有,"The library has a special children's library, which often holds a variety of educational activities.",children’s,library,children’s library,obj has library,,
2641,non-code-switch,PIT,2992,PIT_372,二 楼 三 楼 各 有 一 个 洗手间 ， 都 可以 洗澡 。,9,个,洗手间,个 洗手间,dobj 有 洗手间,There is a bathroom on the second and third floors. You can take a bath.,a,bathroom,a bathroom,nsubj is bathroom,,
2643,non-code-switch,PIT,1073,PIT_383,这个 房子 已 租 完 。,5,租,完,租 完,advmod:rcomp 租 完,The house is completely rented out.,is,completely,is completely,advmod completely rented,,
2645,non-code-switch,PIT,1376,PIT_388,紧邻 胜利 公园 ， 可以 随时 散心 放松 。,8,散心,放松,散心 放松,dobj 散心 放松,"Close to Victory Park, you can relax at any time.",can,relax,can relax,root relax,,
2647,non-code-switch,PIT,2547,PIT_389,步行 匹 大 十 分钟 ！,1,</s>,步行,</s> 步行,root  步行,About ten minutes' walk!,minutes,walk,minutes walk,root  walk,,
2649,non-code-switch,PIT,1905,PIT_401,有 兴趣 请 联系 ：,2,有,兴趣,有 兴趣,dobj 有 兴趣,"If interested, please contact:",if,interested,if interested,advcl interested contact,,
2651,non-code-switch,PIT,2836,PIT_402,朝向 ： 南 ， 光照 适宜,3,：,南,： 南,nsubj 南 适宜,"Orientation: South, good light",:,south,: south,amod South light,,
2653,non-code-switch,PIT,565,PIT_407,搬家 ， 出 以下 物品,1,</s>,搬家,</s> 搬家,root 物品 搬家,"Move, out of the following items",</s>,move,</s> move,root items Move,,
2655,non-code-switch,PIT,3660,PIT_410,家具 齐全 ， 而且 很 干净 ， 客厅 和 卧室 各 有 一 套 家具 ， 厨房 各 种 用具 调料 也 都 是 齐全 的 可以 随便 使用 。,15,</s>,家具,</s> 家具,dobj 有 家具,"The furniture is complete, and very clean, living room and bedroom each have a set of furniture, the kitchen each kind of utensils seasoning are also complete can be used casually.",The,furniture,The furniture,nmod set furniture,,
2657,non-code-switch,PIT,3693,PIT_412,可以 过来 看 房子 或者 发照片 。,4,看,房子,看 房子,conj 房子 发,Stop by to see the house or send photos.,the,house,the house,obj see house,,
2659,non-code-switch,PIT,4218,PIT_422,信誉 都 有 保障 。,4,有,保障,有 保障,dobj 有 保障,Security is guaranteed.,</s>,security,</s> security,nsubj:pass security guaranteed,,
2661,non-code-switch,PIT,3123,PIT_423,房间 有 独立 锁 。,3,有,独立,有 独立,amod 独立 锁,The room has separate locks.,has,separate,has separate,amod separate locks,,
2663,non-code-switch,PIT,2340,PIT_431,【 公寓 设施 】,2,【,公寓,【 公寓,dep 公寓 设施,[Apartment Facilities],</s>,apartment,</s> apartment,compound Apartment Facilities,,
2665,non-code-switch,PIT,2449,PIT_433,请 准备 一 套 自己 的 床上 用品 （ 床单 被子 枕头 ） 。,2,请,准备,请 准备,root  准备,"Please prepare your own bedding (sheet, quilt and pillow).",Please,prepare,Please prepare,root prepare,,
2667,non-code-switch,PIT,890,PIT_444,活动 期限 ： 一 个 月 。,6,个,月,个 月,dep 活动 月,Activity period: one month.,one,month,one month,appos period month,,
2669,non-code-switch,PIT,1014,PIT_463,空调 暖气 应有尽有 。,1,</s>,空调,</s> 空调,compound:nn 空调 暖气,Air conditioner and heating.,</s>,air conditioner,</s> air conditioner,compound air conditioner,,
2671,non-code-switch,PIT,151,PIT_466,没有 破损 ， 非常 舒适,4,，,非常,， 非常,advmod 非常 舒适,"No damage, very comfortable","damage,",very,"damage, very",advmod very comfortable,,
2673,non-code-switch,PIT,4439,PIT_471,保险 的 主要 类别 ：,4,主要,类别,主要 类别,root ： 类别,Main category of insurance:,main,category,main category,root category,,
2675,non-code-switch,PIT,814,PIT_472,收 衣服 的 大 抽屉,4,的,大,的 大,amod 大 抽屉,A big drawer for clothes,a,big,a big,amod big drawer,,
2677,non-code-switch,PIT,1514,PIT_475,[ 停车 方便 ] 底层 有 地下 车库 。,8,地下,车库,地下 车库,dobj 有 车库,There is an underground garage on the ground floor.,underground,garage,underground garage,nsubj is garage,,
2679,non-code-switch,PIT,481,PIT_488,单 买 价钱 如下 ， 也 可以 商量 ， 一起 买 可以 更 便宜 。,11,单,买,单 买,xcomp 买 便宜,"Single purchase price is as follows, can also discuss, buy together can be cheaper.","discuss,",buy,"discuss, buy",conj discuss buy,,
2681,non-code-switch,PIT,4449,PIT_489,可能 用到 的 机场 用语 ：,1,</s>,可能,</s> 可能,advmod 可能 用到,Airport Expressions You May Use:,you,may,you may,aux may use,,
2683,non-code-switch,PIT,3157,PIT_490,整 栋 房子 住 几 个 人 ？,4,房子,住,房子 住,root ？ 住,How many people live in the whole house?,people,live,people live,root  live,,
2685,non-code-switch,PIT,1097,PIT_491,户型 图 如下 ( 卧室 还 有 两 扇 窗户 没 显示 出来 ）,2,户型,图,户型 图,nsubj 图 如下,The apartment layout is as follows (there are still two Windows in the bedroom that are not shown),apartment,layout,apartment layout,nsubj layout is,,
2687,non-code-switch,PIT,3481,PIT_497,房租 可 议 ， 电网 本人 可 承担 。,8,可,承担,可 承担,conj 议 承担,The rent is negotiable. The power grid will pay it.,is,negotiable,is negotiable,root negotiable,,
2689,non-code-switch,PIT,519,PIT_501,有效 日期 ： 8 .,1,</s>,有效,</s> 有效,amod 有效 日期,Effective date: 8.,</s>,effective,</s> effective,amod Effective date,,
2691,non-code-switch,PIT,2750,PIT_502,二 楼 是 客厅 、 厨房 。,6,、,厨房,、 厨房,root  厨房,The second floor is the living room and the kitchen.,the,kitchen,the kitchen,conj room kitchen,,
2693,non-code-switch,PIT,496,PIT_507,过期 贴 作废 。,3,贴,作废,贴 作废,dobj 贴 作废,The expired stickers are invalid.,are,invalid,are invalid,root invalid,,
2695,non-code-switch,PIT,4059,PIT_509,回复 请 点 链接 回 邮件,2,回复,请,回复 请,root 邮件 请,Please click the link to reply to this email,</s>,please,</s> please,discourse Please click,,
2697,non-code-switch,PIT,702,PIT_511,只要 买 东西 就 可以 挑 礼物 ！,3,买,东西,买 东西,dobj 买 东西,As long as you buy things can pick gifts!,buy,things,buy things,obj buy things,,
2699,non-code-switch,PIT,3953,PIT_521,本 户型 的 介绍 :,2,本,户型,本 户型,nmod:assmod 户型 介绍,The introduction of the house type:,house,type,house type,nmod introduction type,,
2701,non-code-switch,PIT,4435,PIT_523,没有 这些 证件 ， 不 能 完成 过户 ， 不能 买 保险 。,12,买,保险,买 保险,dobj 买 保险,"Do not have these documents, cannot complete transfer, cannot buy insurance.",buy,insurance,buy insurance,obj buy insurance,,
2703,non-code-switch,PIT,1822,PIT_526,设备 齐全 （ 吸尘器 厨具 烤箱 冰箱 微波炉 ）,4,（,吸尘器,（ 吸尘器,compound:nn 吸尘器 微波炉,"Fully equipped (vacuum cleaner, kitchen utensils, oven, refrigerator, microwave)",vacuum,cleaner,vacuum cleaner,parataxis equipped cleaner,,
2705,non-code-switch,PIT,2573,PIT_528,靠近 大 马路 ， 地理 位置 安全 。,1,</s>,靠近,</s> 靠近,root  靠近,"Close to the main road, safe location.",</s>,Close to the,</s> Close to the,root close,,
2707,non-code-switch,PIT,1390,PIT_533,本人 男 ， 匹 大 访问 学者 ， 生活 作息 规律 ， 安静 ， 无 不良 嗜好 。,17,不良,嗜好,不良 嗜好,dobj 无 嗜好,"I am male, a visiting scholar in Pittsburgh University. I live a regular and quiet life with no bad habits.",bad,habits,bad habits,obl live habits,,
2709,non-code-switch,PIT,848,PIT_538,车 很 好 ， 老公 不许 买,2,车,很,车 很,advmod 很 好,"The car is very good, the husband is not allowed to buy",is,very,is very,advmod very good,,
2711,non-code-switch,PIT,1112,PIT_543,有 两 部 电梯 ， 不用 等待 。,4,部,电梯,部 电梯,dobj 有 电梯,There are two elevators. No waiting.,two,elevators,two elevators,nsubj are elevators,,
2713,non-code-switch,PIT,3866,PIT_547,户型 ： 两 室 一 厅 ， 带 浴室 厨房 。,1,</s>,户型,</s> 户型,dep 户型 带,"House type: two bedrooms and one living room, with bathroom and kitchen.",house,type,house type,root type,,
2715,non-code-switch,PIT,2919,PIT_553,租金 是 560$ 每 月 ， 含水 、 气 。,1,</s>,租金,</s> 租金,nsubj 租金 、,"The rent is $560 per month, including gas and water.",</s>,The rent,</s> The rent,nsubj rent $,,
2717,non-code-switch,PIT,2607,PIT_555,另外 可 共享 部分 家具 和 电器 。,4,共享,部分,共享 部分,dep 部分 电器,Also can share part of the furniture and electrical appliances.,share,part,share part,obj share part,,
2719,non-code-switch,PIT,1652,PIT_557,房屋 出租 ， 独 栋 房子 ， 其中 一 大 间 带 独立 卫生间 ， 屋 内 全新 家具 ， 随时 入住 。,19,全新,家具,全新 家具,nsubj 家具 入住,"Housing for rent, a single family house, one of the large rooms with a private bathroom, brand new furniture, ready to move in.",new,furniture,new furniture,conj bathroom furniture,,
2721,non-code-switch,PIT,1500,PIT_559,房间 ： 一 室 一 厅,1,</s>,房间,</s> 房间,dep 房间 厅,Rooms: One living room and one living room,one,living room,one living room,compound living room,,
2723,non-code-switch,PIT,2175,PIT_561,此外 还 有 一 个 很 大 的 客厅 ， 平面图 如 附件 所 示 ， 出租 的 是 较 大 的 一 间 。,6,个,很,个 很,advmod 很 大,"In addition, there is a very large living room. The floor plan is shown in the attachment, and the larger one is for rent.",a,very,a very,advmod very large,,
2725,non-code-switch,PIT,3567,PIT_564,三 室 两 厅 一 卫 。,4,两,厅,两 厅,dep 厅 卫,"Three bedrooms, two living rooms, a hall and one bathroom.",a,hall,a hall,conj bedrooms hall,,
2727,non-code-switch,PIT,1048,PIT_566,想要 寄存 东西 的 也 可以 联系 我 地下室 空间 很大 ~,9,我,地下室,我 地下室,dobj 联系 地下室,You can also contact me if you want to deposit something in the basement,in,the basement,in the basement,obl deposit basement,,
2729,non-code-switch,PIT,3110,PIT_582,租金 可以 商量 。,1,</s>,租金,</s> 租金,nsubj 租金 商量,The rent is negotiable.,</s>,The rent,</s> The rent,nsubj rent negotiable,,
2731,non-code-switch,PIT,3283,PIT_583,朝向 ： 南,3,：,南,： 南,dep 朝向 南,Direction: south,Direction:,south,Direction: south,dep Direction south,,
2733,non-code-switch,PIT,3751,PIT_584,卫生间 都 是 新 装修 的 ！,4,是,新,是 新,amod 新 装修,The bathrooms are all newly decorated!,all,newly,all newly,advmod newly decorated,,
2735,non-code-switch,PIT,75,PIT_588,列表 下面 会 有 图片 和 详细 解说 。,5,有,图片,有 图片,conj 图片 解说,Below the list will be pictures and a detailed explanation.,be,pictures,be pictures,root pictures,,
2737,non-code-switch,PIT,215,PIT_592,还有 两 本 小说 ！,3,两,本,两 本,mark:clf 两 本,And two novels!,two,novels,two novels,root  novels,,
2739,non-code-switch,PIT,2058,PIT_600,室内 有 空调 ， 木质 地板 。,2,室内,有,室内 有,root  有,The interior is air-conditioned and there are wooden floors.,and,there are,and there are,expl there are,,
2741,non-code-switch,PIT,3735,PIT_604,另外 厨房 厕所 都 是 刚 装修 过 的 。,2,另外,厨房,另外 厨房,compound:nn 厨房 厕所,"Besides, the kitchen and toilet are newly decorated.",", ",the kitchen,",  the kitchen",nsubj:pass kitchen decorated,,
2743,non-code-switch,PIT,3562,PIT_605,希望 是 女生 。,3,是,女生,是 女生,ccomp 希望 女生,I hope it's a girl.,a,girl,a girl,ccomp hope girl,,
2745,non-code-switch,PIT,162,PIT_606,电子 体重 秤 --5 刀 ， 附送 电池 。,1,</s>,电子,</s> 电子,compound:nn 电子 体重,"Electronic scale - $5, battery included.",</s>,electronic,</s> electronic,amod Electronic scale,,
