,file,type,conversation,speaker,filtered_transcript_2015,length_of_turn,direction_of_code_switches,first_cs_word,first_cs_word_eng_pos,word_length_eng,english_translation,english_wbw_translation,first_cs_word_zh,word_length_zh,first_cs_word_zh_pos,first_cs_word_eng_raw_freq,first_cs_word_zh_raw_freq,first_cs_word_eng_freq,first_cs_word_zh_freq,chinese_translation,chinese_wbw_translation,cs word en cv surprisal,cs word en wbw cv surprisal,cs word zh cv surprisal,cs word zh wbw cv surprisal
19641,NI27MBQ_0101,Interview,-1,27,"['只是', '每天', '在', '那边', '撕', '那个', 'picture', '很', '恶心', '的', '你', '一直', '在', '那边', '看', '一样', '的', '东西', 'then', '一直', '一直', '撕', 'then', '就', '去', 'shrink', 'wrap', '那种', '东西']",29,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",picture,0,7,"just tear the picture there every day, you are disgusting, you have been watching the same thing there, then to tear then, go to shrink wrap like that","just tear that every day over there picture very disgusting, you have been watching the same thing there over there then always tear then go shrink wrap that kind of thing",图片,2,0,28145963,337367,13.626797035052352,16.280751968272302,图片很是在撕在很很很的一直在看看一样一样的的的的的东西东西东西一直一直一直一直一直一直一直一直一直一直一直,只是 每天 在 那边 撕 那个 图片 很 恶心 的 你 一直 在 那边 看 一样 的 东西 然后 一直 一直 撕 然后 就 去 收缩 包装 那种 东西,10.447129672454409,9.58244374829637,20.4481682512163,16.106414875054703
19649,NI27MBQ_0101,Interview,-1,27,"['我', '有', '机会', '的', 'you', 'know', 'kind', 'of', 'thing']",9,['man > eng'],you,2,3,i have a chance you know kind of thing,i have a chance you know kind of thing,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,我我的的你知道有点,我 有 机会 的 你 知道 有点,9.583787800403561,9.583787800403561,13.233231762214869,13.233231762214869
19650,NI27MBQ_0101,Interview,-1,27,"['每个', '男生', '都', '很', '喜欢', '的', 'why', 'no']",8,['man > eng'],why,2,3,every boys like why no,every boy likes it very much why no,为什么,3,2,56621338,4608718,12.618379203696405,12.508777240586207,每每男生都喜欢为什么不,每个 男生 都 很 喜欢 的 为什么 不,13.235093702912051,13.01640320379819,14.990409145263582,16.069955717634887
19651,NI27MBQ_0101,Interview,-1,27,"['我', '我', '比', '你', '老', '我', '青春', '已经', '有限', 'already', 'then', '你', '这样', '这样', '来', '玩', '我']",17,"['man > eng', 'eng > man']",already,2,7,"i am older than you, youth, youth is already limited alream then, you come to play me like this",i am older than you and you are already limited to youth already then you come to play me like this,已经,2,2,67593182,14107262,12.362847313339577,10.894776629448527,然后已经你我青春已经有限已经有限青春你这样这样来,我 我 比 你老 我 青春 已经 有限 然后 已经 你 这样 这样 来 玩 我,11.696903799348885,12.764678122937529,16.42183194766426,11.259638736411672
19652,NI27MBQ_0101,Interview,-1,27,"['是', 'gossip', '#walao#', '我', '不', '懂', '#walao#', 'but', '我', '真的', '不', '知道', 'i', 'mean']",14,"['man > eng', 'eng > other', 'other > man', 'man > other', 'other > eng', 'eng > man', 'man > eng']",gossip,0,6,it's gossip # walao # i don’t understand # walao # but i really don’t know i mean,yes gossip #walao# i don't understand #walao# but i really do not know i mean,八卦,2,0,2071479,34757,17.390991945272273,19.559695361162174,是八卦＃walao＃我我＃＃walao＃，但我的意思是,是 八卦 ＃ walao ＃ 我 不 懂 ＃ walao ＃ 但是 我 真的 不 知道 我 是 说,17.692672081572464,17.173453059377522,25.235561603235126,25.235561603235126
19662,UI05MAZ_0104,Interview,-1,5,"['看', 'textbook', '那些', '就是', '有', '需要', '到', '做', 'research', '的', '那种', 'information', '的', '书']",14,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",textbook,0,8,look at the textbook book of the information about the need to doarch.,look textbook those needed to do it research that kind information book of,教科书,3,0,1833467,392441,17.567078840411032,16.062595055682543,看教科书那些那些就有需要到到做的的的那种的的的的的书,看 教科书 那些 就是 有 需要 到 做 研究 的 那种 信息 的 书,15.75209702787559,18.588596088763584,23.450418568519602,23.450418568519602
19669,UI05MAZ_0104,Interview,-1,5,"['美国', '是', '整天', '都', '是', 'hero', 'hero', '的', '然后', '中', '中国', '中国', '那', '香港', '整天', '是', '打架', '的', '风云', '那些']",20,"['man > eng', 'eng > man']",hero,0,4,"the united states is hero hero all day, and then china china, hong kong, all day is a fight that fights all day","the united states is all day hero hero then hong kong, china and china, all day is the windy clouds all day",英雄,2,0,8078403,1193631,15.427583021815009,14.457785825107122,美国是是都都都英雄英雄的的然后中中国那整天是打架的风云,美国 是 整天 都 是 英雄 英雄 的 然后 中 中国 中国 那 香港 整天 是 打架 的 风云 那些,16.65594283699459,15.912900272393564,15.346119544700072,15.09932785925313
19675,UI05MAZ_0104,Interview,-1,5,"['他', '是', '三', '五', '零', '是', '美国', '的', '一个', 'campaign', '来', '的', 'environment', 'campaign', '是', '一个', '关于', 'climate', 'change', '的']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",campaign,0,8,he is three or five is the environment campaign from a campaign in the united states.,he is three or five is one of the united states campaign coming environment campaign is an about climate change of,活动,2,0,14307087,23792813,14.602995083708883,10.140688789688692,他是是零是美国的的一一个活动环境活动是是一个个个个个个个个关于个个个个个个个个个,他 是 三五 零是 美国 的 一个 活动 来 的 环境 运动 是 一个 关于 气候变化 的,17.077165312583166,16.744660241853506,11.836908784257579,14.460933337882866
19678,UI05MAZ_0104,Interview,-1,5,"['搞', 'activity', '然后', '就', 'register', '在', '那个', '网站', '那边', '然后', '过后', '十二月']",12,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",activity,0,8,do activity and then register on that website and then december,do activity then register on the other side of that website and then after december,活动,2,0,39287418,23792813,13.145657689329653,10.140688789688692,搞活动然后注册在在那个网站然后然后过后后十二月,搞 活动 然后 就 登记 在 那个 网站 那边 然后 过后 十二月,17.18806788203098,17.18806788203098,11.545069096301486,11.545069096301486
19687,UI05MAZ_0104,Interview,-1,5,"['然后', '就', '通过', '那边', '新加坡', '那个', 'conference', '是', '关于']",9,"['man > eng', 'eng > man']",conference,0,10,then it is about the conference of singapore over there.,then pass the singapore over there conference its about,会议,2,0,10080370,16266233,15.108176451255485,10.689334455356969,会议是是是是关于是是是,然后 就 通过 那边 新加坡 那个 会议 是 关于,14.678004064857662,16.28443500850286,12.071745182683832,12.969866977502532
19691,UI05MAZ_0104,Interview,-1,5,"['好像', '有', '两', '百', '多个', '人', '来', '这个', 'conference', '然后', '去', '那边', 'okay', '认识', '到', '很多', '印尼', '人']",18,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",conference,0,10,it seems that more than two hundred people come to this conference and go there to okay to know many indonesians,it seems that there are more than two hundred people come to this conference then go there okay aware many indonesians,会议,2,0,10080370,16266233,15.108176451255485,10.689334455356969,会议然后然后然后然后然后然后认识认识认识认识认识认识到,好像 有 两百多个 人来 这个 会议 然后 去 那边 好 的 认识 到 很多 印尼 人,15.73094066441768,15.73094066441768,12.071745182683832,13.269478648429422
19700,UI05MAZ_0104,Interview,-1,5,"['因为', 'malaysia', '还有', '另外', '两个', '人', '一起', '去']",8,"['man > eng', 'eng > man']",malaysia,0,8,because malaysia has two other people to go together,because malaysia there are two other people going together,马来西亚,4,0,1142711,289601,18.249192558559205,16.50100424557842,因为马来西亚还还有两人人一起,因为 马来西亚 还有 另外 两个 人 一起 去,19.313261414950883,19.313261414950883,18.505494735541884,18.505494735541884
19703,UI05MAZ_0104,Interview,-1,5,"['就', '讲', 'youth', '要', '什么', 'youth', '要', '什么', '好像', '然后']",10,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",youth,0,5,let's talk about what youth wants what you want to like it and then,just talk about youth what do you want youth what does it seem to be then,青年,2,0,17059625,5464832,14.349139111111528,12.262965589572952,青年青年青年要要什么好像然后然后,就 讲 青年 要 什么 青年 要 什么 好像 然后,15.51482864589107,15.12458912925789,12.22178670894561,13.268884687686056
19709,UI05MAZ_0104,Interview,-1,5,"['然后', '还有', '那些', 'solution', '想', 'solution', 'action', 'plan']",8,"['man > eng', 'eng > man', 'man > eng']",solution,0,8,then there are solution missing solution plan,then there are those solution think solution action plan,解决方案,4,0,38194557,0,13.186357986734816,34.64471130410952,然后然后还有解决方案想解决方案行动计划,然后 还有 那些 解决方案 想 解决方案 行动计划,16.359230212716106,15.090617099402715,16.90993712693687,16.734839625826595
19719,UI05MAZ_0104,Interview,-1,5,"['我', '听到', '很多', '蝉', '我', '一直', '听到', '那个', '又', '叫', '的', '吵', '到', '要', '死', 'malaysia', '的']",17,"['man > eng', 'eng > man']",malaysia,0,8,"i heard a lot of cicadas, i have always heard the noisy quarrel that is going to die malaysia","i heard a lot of cicadas, i have been heard that the noisy is going to die malaysia of",马来西亚,4,0,1142711,289601,18.249192558559205,16.50100424557842,马来西亚的要到吵要的的的的的的的的的要,我 听到 很多 蝉 我 一直 听到 那个 又 叫 的 吵 到 要死 马来西亚 的,17.636120906456338,17.636120906456338,12.336416481715888,13.590354977670115
19730,UI05MAZ_0104,Interview,-1,5,"['那边', '的', 'coral', '附近', '他们', '没有', '讲', '到', 'coral', '其实', '死', '了', '很多']",13,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",coral,0,5,they did not talk about corary near the coral over there.,over there coral they didn’t talk about it nearby coral actually it died a lot,珊瑚,2,0,1526076,23441,17.8318263285643,20.12796480768952,珊瑚附近附近他们讲到到到其实其实其实了了,那边 的 珊瑚 附近 他们 没有 讲 到 珊瑚 其实 死 了 很多,17.09693410667584,16.773420166527806,14.02472863439354,13.08326863345613
19731,UI05MAZ_0104,Interview,-1,5,"['附近', '的', 'coral', '他们', '那个', '岛', '附近', '他们', '只是', '讲', '好', '的', '那边']",13,"['man > eng', 'eng > man']",coral,0,5,the nearby coral is near the island that they just talk about the other side,nearby coral they are just the other side of their islands.,珊瑚,2,0,1526076,23441,17.8318263285643,20.12796480768952,珊瑚色他们他们那个附近他们是讲好那边的的,附近 的 珊瑚 他们 那个 岛 附近 他们 只是 讲 好 的 那边,16.232745475153603,16.232745475153603,14.02472863439354,16.117428727653305
19733,UI05MAZ_0104,Interview,-1,5,"['我们', '住', '在', '那', '间', '酒店', '是', 'hotel', 'eighty', 'one', '也', '是', 'budget', 'hotel', '来', '的']",16,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",hotel,0,5,we live in that hotel is hotel eighty one and budget hotel,we live in that hotel is hotel eighty one too budget hotel coming,酒店,2,0,10460586,259916,15.054761371844174,16.657025383203266,我们我们那那酒店酒店酒店酒店酒店酒店八十一家也也是是是来来,我们 住 在 那间 酒店 是 八十一 家 酒店 也 是 预算 酒店 来 的,15.596669991786381,15.596669991786381,13.367765531551282,12.863215147244935
19745,UI11FAZ_0102,Interview,-1,11,"['暂时', '我', '开始', '是', '想', '因为', '我', '比较', '有', '兴趣', '在', 'japan', 'team', '工作', '因为', '才', '会', '用', '到', 'japanese']",20,"['man > eng', 'eng > man', 'man > eng']",japan,0,5,"for the time being, i started to work because i am more interested in working at japan team.","for the time being, i started to think because i am more interested in japan team work because of work japanese",日本,2,0,18617695,9735222,14.223050576906829,11.429928856543704,日本团队工作工作我因为想想想想我比较工作工作工作工作才才会用用用用用,暂时 我 开始 是 想 因为 我 比较 有 兴趣 在 日本队 工作 因为 才 会 用到 日本 人,20.204053043235405,19.32145528278973,8.994751483245562,11.134340259371852
19747,UI11FAZ_0102,Interview,-1,11,"['但是', '先', '从', '自己', 'department', '开始']",6,"['man > eng', 'eng > man']",department,0,10,but start with your own department,but from yourself first department start,部门,2,0,27243899,20257844,13.67379185632434,10.372734000606991,但是部门开始,但是 先 从 自己 部门 开始,15.480422107841083,15.335119644199471,18.900982234179367,14.175776704868067
19749,UI11FAZ_0102,Interview,-1,11,"['其它', '部门', '的', 'manager', '也', '有', '更', '不好', '的', '只是', '还', '没有', '碰到']",13,"['man > eng', 'eng > man']",manager,0,7,"the manager of other departments is even worse, but i haven't encountered it yet.","other departments manager there are even worse things, but i haven't encountered it yet",经理,2,0,11812385,2116603,14.879424761209108,13.6313920387236,经理也也也更不好只是还碰到碰到,其它 部门 的 经理 也 有 更 不好 的 只是 还 没有 碰到,15.741793403503678,15.446583619495323,19.821701112670727,15.279135854401956
19751,UI11FAZ_0102,Interview,-1,11,"['继续', '待', '在', '这个', 'department', '里面']",6,"['man > eng', 'eng > man']",department,0,10,keep staying in this department,keep staying here department in,部门,2,0,27243899,20257844,13.67379185632434,10.372734000606991,继续部门里面,继续 待 在 这个 部门 里面,15.761298768698428,15.993751683716601,18.48134564706329,14.043333757074574
19752,UI11FAZ_0102,Interview,-1,11,"['所以', '我', '会', '觉得', '先', '学', '完', '这个', 'department', '里面', '的', '东西', '先']",13,"['man > eng', 'eng > man']",department,0,10,so i will feel that i will finish the things in this department first first,so i will feel that i will learn this first department inside,部门,2,0,27243899,20257844,13.67379185632434,10.372734000606991,部门部门里面里面里面里面里面,所以 我会 觉得 先学 完 这个 部门 里面 的 东西 先,15.761298768698428,15.335119644199471,17.692491368684102,13.719460052113865
