,sent_type,university,sent_id,aligned_to,sentence,eng_translation,cs_word_id,preceding_zh,first_cs_word_zh,,preceding_zh first_cs_word_zh,zh_deprel + word and governor ,zh_deprel,preceding_eng,first_cs_word_eng,,preceding_eng first_cs_word_eng,eng_deprel + word and governor ,eng_deprel,word_freq_zh,non_log_word_freq_zh,neg_base_e_word_freq_zh,base_e_word_freq_zh,word_freq_eng,non_log_word_freq_eng,neg_base_e_word_freq_eng,base_e_word_freq_eng,cs_word_length_zh,cs_word_length_eng,cs_word_dep_dist,cs_word_pos_zh,cs_word_pos_eng,sentence_length_zh,dep_prob_eng,dep_prob_zh,gt_ngram_surp_eng,ngram_surp_eng,base_2_ngram_prob_eng,raw_ngram_prob_eng,base_10_ngram_prob_eng,base_10_ngram_surp_eng,ngram_surp_zh,base_2_ngram_prob_zh,raw_ngram_prob_zh,base_10_ngram_prob_zh,base_10_ngram_surp_zh,retrained_ngram_surp_zh,dep_surp_eng,dep_surp_zh,llm_surp_zh,llm_surp_eng
2101,non-code-switch,PSU,2775,PSU_1376,电话 前 先 短信 我 ~ 广告 骚扰 电话 太 多 了 ， 请 谅解 。,"Before calling, send a message I ~ There are too many advertising harassment phone calls, please understand.",4,先,短信,7.1807833,先 短信,dep 短信 多,dep,phone,message,2.866449,phone message,nmod message phone,nmod,58.25563768576050,0.00000000000000,-40.37973101360660,40.37973101360660,14.17825908,0.00005394,-9.82762031,9.82762031,2,7,7,NN,NN,16,-4.216577,-5.8409104,14.7261487687369,9.522137,-9.522137,0.001360,-2.866449,2.866449,20.287669,-20.287669,0.000001,-6.107197,6.107197,7.1807833,4.216577,5.8409104,28.2529382705688,2.93484401702881
2103,non-code-switch,PSU,4743,PSU_1377,有 想 出租 房间 的 同学 麻烦 联系 下 我 ， 谢谢 ！,"If you want to rent a room, please contact me. Thank you!",3,想,出租,7.2278123,想 出租,compound:nn 出租 房间,compound:nn,to,rent,3.2243166,to rent,xcomp want rent,xcomp,54.304374199054700,0.000000000000000,-37.640923868147000,37.640923868147000,15.5717408,0.0000205,-10.7935082,10.7935082,2,4,1,NN,NN,13,-3.3436365,-4.674663,10.7263138109474,10.7109479,-10.7109479,0.0005966,-3.2243166,3.2243166,16.2832424,-16.2832424,0.0000125,-4.9017444,4.9017444,7.2278123,3.3436365,4.674663,26.425313949585,11.3247241973877
2105,non-code-switch,PSU,4576,PSU_1380,停车 免费 ， 小区 环境 优美 ， 安静 。,"Parking is free, the neighborhood is beautiful and quiet.",4,，,小区,7.239988,， 小区,compound:nn 小区 环境,compound:nn,the,neighborhood,4.1545706,the neighborhood,nsubj neighborhood beautiful,nsubj,55.44533340644860,0.00000000000000,-38.43177652588600,38.43177652588600,15.3567651,0.0000238,-10.6444984,10.6444984,2,12,1,NN,NN,9,-4.658716,-4.7225194,12.0684837136803,13.8011848,-13.8011848,0.0000701,-4.1545706,4.1545706,18.554337,-18.554337,0.000003,-5.585412,5.585412,7.239988,4.658716,4.7225194,20.7274179458618,8.93282794952393
2107,non-code-switch,PSU,3407,PSU_1384,步行 到 小区 要 多少 时间 ？,How long does it take to walk to the neighborhood?,3,到,小区,7.2624745,到 小区,dobj 到 小区,dobj,the,neighborhood,8.593862,the neighborhood,obl walk neighborhood,obl,55.44533340644860,0.00000000000000,-38.43177652588600,38.43177652588600,15.3567651,0.0000238,-10.6444984,10.6444984,2,12,1,NN,NN,7,-4.44206,-3.2232554,10.640198804558,28.548192,-28.548192,0.000000,-8.593862,8.593862,17.0796282,-17.0796282,0.0000072,-5.1414804,5.1414804,7.2624745,4.44206,3.2232554,23.0803241729736,12.0972099304199
2109,non-code-switch,PSU,7152,PSU_1388,请 问 大家 能 成功 打开 图片 链接 吗 ？,Can you open the image link successfully?,7,打开,图片,6.8863854,打开 图片,compound:nn 图片 链接,compound:nn,the,image,3.734822,the image,compound image link,compound,55.363512302835700,0.000000000000000,-38.375062458606400,38.375062458606400,13.64657452,0.00007798,-9.45908465,9.45908465,2,5,1,NN,NN,10,-4.0439143,-4.7625804,11.2143784626973,12.406810,-12.406810,0.000184,-3.734822,3.734822,18.3150632,-18.3150632,0.0000031,-5.5133834,5.5133834,6.8863854,4.0439143,4.7625804,25.2185277938843,10.6783561706543
2111,non-code-switch,PSU,5575,PSU_1392,最后 ， 求 妹子 最好 是 爱 干净 ， 比较 喜欢 安静 的 类型 。,"Finally, the best girl loves to be clean, and is more like the quiet type.",1,<s>,最后,7.310274,<s> 最后,advmod 最后 爱,advmod,<s>,Finally,8.248479,<s> Finally,advmod Finally clean,advmod,51.05570599760300,0.00000000000000,-35.38911866373600,35.38911866373600,13.52887582,0.00008461,-9.37750213,9.37750213,2,7,6,AD,RB,15,-2.5004816,-5.1022277,11.7528321129472,27.400854,-27.400854,0.000000,-8.248479,8.248479,12.4382412,-12.4382412,0.0001802,-3.7442837,3.7442837,7.310274,2.5004816,5.1022277,15.856746673584,0.0
2113,non-code-switch,PSU,4865,PSU_1394,初 来 论坛 ， 向 大家 问好 ！,Welcome to the forum!,1,<s>,初,7.310274,<s> 初,advmod 初 来,advmod,<s>,Welcome,6.290137,<s> Welcome,root welcome,root,52.106152605983100,0.000000000000000,-36.117232768663400,36.117232768663400,15.4497254,0.0000223,-10.7089336,10.7089336,1,7,1,AD,JJ,8,-4.7717185,-3.996019,11.4973861404275,20.895383,-20.895383,0.000001,-6.290137,6.290137,14.902425,-14.902425,0.000033,-4.486077,4.486077,7.310274,4.7717185,3.996019,10.8940725326538,0.0
2115,non-code-switch,PSU,4984,PSU_1396,本人 访问 学者 ， 男 ， 不 吵闹 ， 作息 规律 ， 容易 相处 。,"I am a visiting scholar, male, quiet, regular and easy to get along with.",10,，,作息,7.239988,， 作息,compound:nn 作息 规律,compound:nn,a,visiting,4.152592,a visiting,amod visiting scholar,amod,59.58863989475570,0.00000000000000,-41.30369773645180,41.30369773645180,16.0811551,0.0000144,-11.1466073,11.1466073,2,8,1,NN,VBG,15,-4.2567573,-5.4969172,17.0565992557477,13.794612,-13.794612,0.000070,-4.152592,4.152592,21.0449769,-21.0449769,0.0000005,-6.3351693,6.3351693,7.239988,4.2567573,5.4969172,27.6457796096802,14.0093603134155
2117,non-code-switch,PSU,6340,PSU_1402,您 好 有 联系 方式 没,Do you have any contact information,4,有,联系,7.2971773,有 联系,compound:nn 联系 方式,compound:nn,any,contact,2.7518368,any contact,compound contact information,compound,50.554944937898000,0.000000000000001,-35.042017547067300,35.042017547067300,13.89705506,0.00006555,-9.63270453,9.63270453,2,7,1,NN,NN,6,-3.9514031,-4.087779,9.14140397846494,9.1414040,-9.1414040,0.0017708,-2.7518368,2.7518368,10.8908267,-10.8908267,0.0005267,-3.2784655,3.2784655,7.2971773,3.9514031,4.087779,31.6171112060547,8.98401069641113
2119,non-code-switch,PSU,143,PSU_1403,大概 每 月 每人 $20-30 。,About $20-30 per person per month.,3,每,月,5.093579,每 月,dep 月 $,dep,per,month,8.09968,per month,nmod $ month,nmod,47.43860709544220,0.00000000000001,-32.88193675789680,32.88193675789680,13.77812435,0.00007118,-9.55026805,9.55026805,1,5,2,NN,NN,6,-2.82257,-4.0948358,4.87613633572408,26.90655,-26.90655,0.00000,-8.09968,8.09968,15.5971088,-15.5971088,0.0000202,-4.6951976,4.6951976,5.093579,2.82257,4.0948358,35.1406669616699,2.63535761833191
2121,non-code-switch,PSU,4243,PSU_1404,有 留学 申请 经验 者 优先 。,Applicants with overseas application experience are preferred.,2,有,留学,7.481098,有 留学,compound:nn 留学 经验,compound:nn,with,overseas,4.918436,with overseas,amod overseas application,amod,53.84027631486430,0.00000000000000,-37.31923572821660,37.31923572821660,17.0231442,0.0000075,-11.7995444,11.7995444,2,8,2,NN,RB,7,-3.7772603,-4.759744,7.7627031646654,16.338691,-16.338691,0.000012,-4.918436,4.918436,19.0877507,-19.0877507,0.0000018,-5.7459855,5.7459855,7.481098,3.7772603,4.759744,18.2505412101746,14.472882270813
2123,non-code-switch,PSU,4702,PSU_1406,共 用 厨房 、 浴室 ， 阳台 和 客厅 。,"The kitchen, bathroom, balcony and living room are shared.",9,和,客厅,7.249384,和 客厅,dobj 用 客厅,dobj,and,living room,2.2035408,and living room,compound living room,compound,57.1623695603126,0.0000000000000,-39.6219352948563,39.6219352948563,12.78389436,0.00014180,-8.86112033,8.86112033,2,11,7,NN,NN,10,-3.344462,-3.0720358,7.32000409175057,7.3200041,-7.3200041,0.0062583,-2.2035408,2.2035408,17.626841,-17.626841,0.000005,-5.306208,5.306208,7.249384,3.344462,3.0720358,48.2026176452637,5.00434827804565
2125,non-code-switch,PSU,5779,PSU_1413,至少 租 一 个 月 。,Rent for at least a month.,5,个,月,5.0407577,个 月,dobj 租 月,dobj,a,month,8.600052,a month,obl Rent month,obl,47.43860709544220,0.00000000000001,-32.88193675789680,32.88193675789680,13.77812435,0.00007118,-9.55026805,9.55026805,1,5,3,NN,NN,6,-4.777488,-5.0277452,8.46453920440621,28.568754,-28.568754,0.000000,-8.600052,8.600052,9.19722,-9.19722,0.00170,-2.76864,2.76864,5.0407577,4.777488,5.0277452,40.312671661377,3.15755748748779
2127,non-code-switch,PSU,6429,PSU_1419,价格 只要 比 租车 便宜 即可 ， 可以 商量 。,"As long as the price is cheaper than renting a car, it can be negotiated.",4,比,租车,7.1807833,比 租车,nmod:prep 租车 便宜,nmod:prep,renting,a car,0.935165,renting a car,obj renting car,obj,60.22153606196870,0.00000000000000,-41.74238793034270,41.74238793034270,6.05284560,0.01506302,-4.19551286,4.19551286,2,5,1,NN,DT,10,-6.1895633,-5.7451105,12.5112199921898,3.106551,-3.106551,0.116101,-0.935165,0.935165,21.766147,-21.766147,0.000000,-6.552263,6.552263,7.1807833,6.1895633,5.7451105,25.3013706207275,2.94937300682068
2129,non-code-switch,PSU,1801,PSU_1421,车况 非常 好 ， 没有 维修 记录 。,The car is in good condition and has no maintenance record.,6,没有,维修,7.1807833,没有 维修,compound:nn 维修 记录,compound:nn,no,maintenance,4.999489,no maintenance,compound maintenance record,compound,54.606945178274800,0.000000000000000,-37.850650089312700,37.850650089312700,15.0485369,0.0000295,-10.4308509,10.4308509,2,11,1,NN,NN,8,-3.7659655,-4.8523364,17.6336231487218,16.607943,-16.607943,0.000010,-4.999489,4.999489,16.5124229,-16.5124229,0.0000107,-4.9707346,4.9707346,7.1807833,3.7659655,4.8523364,24.1368227005005,9.36098575592041
2131,non-code-switch,PSU,1893,PSU_1423,你 好 ， 有 扶手 ， 靠背 很 高 ， 可以 靠 头 。,Hello. It has armrests. It has a high backrest and you can rest your head.,9,很,高,6.4618325,很 高,conj 好 高,conj,a,high,1.8364323,a high,amod high backrest,amod,49.659061533803900,0.000000000000001,-34.421038491409000,34.421038491409000,11.49597063,0.00034623,-7.96839963,7.96839963,1,4,7,VA,JJ,14,-2.2620134,-4.2744017,9.21383862057395,6.1004961,-6.1004961,0.0145736,-1.8364323,1.8364323,5.1991105,-5.1991105,0.0272215,-1.5650882,1.5650882,6.4618325,2.2620134,4.2744017,36.217212677002,8.88400173187256
2133,non-code-switch,PSU,7984,PSU_1434,生活 作息 良好 无 不良 嗜好 爱 干净 整洁 。,"Life is good without bad habits, I am clean and tidy.",6,不良,嗜好,7.1670523,不良 嗜好,compound:nn 嗜好 爱,compound:nn,bad,habits,2.438391,bad habits,nmod life habits,nmod,57.357414322665800,0.000000000000000,-39.757130021964400,39.757130021964400,15.3025284,0.0000247,-10.6069044,10.6069044,2,6,1,NN,NNS,10,-2.6463661,-5.34811,24.3292449439991,8.100160,-8.100160,0.003644,-2.438391,2.438391,20.3121861,-20.3121861,0.0000008,-6.1145773,6.1145773,7.1670523,2.6463661,5.34811,12.4018798470497,7.09386348724365
2135,non-code-switch,PSU,4863,PSU_1437,其余 更 详细 信息 ， 请 联系 我 哦 。,"For more details, please contact me.",1,<s>,其余,7.3514414,<s> 其余,det 其余 信息,det,for,more,2.8451695,for more,amod more details,amod,53.49428967101520,0.00000000000000,-37.07941606152120,37.07941606152120,9.34108488,0.00154189,-6.47474665,6.47474665,2,4,3,DT,JJR,10,-2.4722877,-2.6163476,28.3874186064126,9.4514485,-9.4514485,0.0014283,-2.8451695,2.8451695,15.077989,-15.077989,0.000029,-4.538927,4.538927,7.3514414,2.4722877,2.6163476,15.999249458313,8.72720623016357
2137,non-code-switch,PSU,6456,PSU_1439,插入 图片 点 编辑 框 的 图片 然后 输入 你 图片 的 链接 就 会 自动 显示 了 。,Insert a picture in the edit box and type in the link to your picture and it will be displayed.,2,插入,图片,6.8863854,插入 图片,compound:nn 图片 点,compound:nn,a,picture,3.470862,a picture,nmod link picture,nmod,55.363512302835700,0.000000000000000,-38.375062458606400,38.375062458606400,13.62679703,0.00007905,-9.44537594,9.44537594,2,7,1,NN,NN,19,-4.3683014,-4.7625804,12.7494065550997,11.529954,-11.529954,0.000338,-3.470862,3.470862,12.017862,-12.017862,0.000241,-3.617737,3.617737,6.8863854,4.3683014,4.7625804,27.8341159820557,8.63856983184815
2139,non-code-switch,PSU,4240,PSU_1441,同时 ， 也 可以 专注 负责 部分 文书 的 准备 及 修改 工作 。,"At the same time, I can also focus on the preparation and revision of some documents.",12,及,修改,6.722889,及 修改,compound:nn 修改 工作,compound:nn,and,revision,5.3370275,and revision,conj preparation revision,conj,52.60838930458370,0.00000000000000,-36.46535672027220,36.46535672027220,16.7415735,0.0000091,-11.6043745,11.6043745,2,8,1,NN,NN,14,-4.3269935,-3.9994836,0.896759239572019,17.7292216,-17.7292216,0.0000046,-5.3370275,5.3370275,12.4683216,-12.4683216,0.0001765,-3.7533388,3.7533388,6.722889,4.3269935,3.9994836,33.4602470397949,13.6368322372437
2141,non-code-switch,PSU,3673,PSU_1442,下午 大概 晚饭 时间 开始 返程 。,The return journey will begin around dinner time in the afternoon.,3,大概,晚饭,7.1670523,大概 晚饭,compound:nn 晚饭 时间,compound:nn,around,dinner,5.2824807,around dinner,compound dinner time,compound,56.63111679120540,0.00000000000000,-39.25369893578500,39.25369893578500,14.4558555,0.0000445,-10.0200355,10.0200355,2,6,1,NN,NN,7,-4.140909,-6.0775714,19.6640470559867,17.5480210,-17.5480210,0.0000052,-5.2824807,5.2824807,22.5173700,-22.5173700,0.0000002,-6.7784038,6.7784038,7.1670523,4.140909,6.0775714,18.3762812614441,12.8563108444214
2143,non-code-switch,PSU,1347,PSU_1444,现在 因为 个人 原因 想 出手 ， 感兴趣 的 请 联系 我 。,"For personal reasons, please contact me if you are interested.",11,请,联系,7.1670523,请 联系,conj 想 联系,conj,please,contact,3.0511014,please contact,root contact,root,50.554944937898000,0.000000000000001,-35.042017547067300,35.042017547067300,13.89705506,0.00006555,-9.63270453,9.63270453,2,7,6,VV,NN,13,-4.4186225,-4.674783,10.1355394610102,10.1355395,-10.1355395,0.0008890,-3.0511014,3.0511014,14.294944,-14.294944,0.000050,-4.303207,4.303207,7.1670523,4.4186225,4.674783,46.1935272216797,3.06676149368286
2145,non-code-switch,PSU,5914,PSU_1445,或者 只要 您 会 开车 ， 都 请 与 我 联系 ， 可以 一起 租车 去 。,"Or as long as you can drive, please contact me, you can rent a car together.",11,我,联系,7.1807833,我 联系,root  联系,root,please,contact,3.0511014,please contact,root contact,root,50.554944937898000,0.000000000000001,-35.042017547067300,35.042017547067300,13.89705506,0.00006555,-9.63270453,9.63270453,2,7,0,VV,NN,17,-4.4186225,-4.033818,10.1355394610102,10.1355395,-10.1355395,0.0008890,-3.0511014,3.0511014,8.145431,-8.145431,0.003532,-2.452019,2.452019,7.1807833,4.4186225,4.033818,44.7985334396362,5.81113147735596
2147,non-code-switch,PSU,6077,PSU_1451,你 好 ， 给 你 发 邮件 了,"Hello, I emailed you",1,<s>,你,6.7433143,<s> 你,nsubj 你 好,nsubj,emailed,you,3.968527,emailed you,obj emailed you,obj,49.12542237591960,0.00000000000000,-34.05114801368510,34.05114801368510,8.54985987,0.00266831,-5.92631126,5.92631126,1,3,1,PN,PRP,8,-6.631872,-2.993422,7.5809704443784,13.183161,-13.183161,0.000108,-3.968527,3.968527,14.2564175,-14.2564175,0.0000511,-4.2916093,4.2916093,6.7433143,6.631872,2.993422,8.60764694213867,3.51135182380676
2149,non-code-switch,PSU,5999,PSU_1453,具体 的 细节 楼 主 被 来 想 说 但是 后来 发现 太 长 了 ， 于是 决定 还是 一 会 单 开 一 帖 。,"The owner was asked to tell the details, but later found it was too long, so he decided to open a separate post for each meeting.",3,的,细节,7.21781,的 细节,compound:nn 细节 楼,compound:nn,the,details,8.349937,the details,obj tell details,obj,54.32158644439340,0.00000000000000,-37.65285448747460,37.65285448747460,14.31495519,0.00004906,-9.92237083,9.92237083,2,7,1,NN,NNS,26,-5.184433,-4.658694,7.13822220692777,27.737890,-27.737890,0.000000,-8.349937,8.349937,6.667126,-6.667126,0.009840,-2.007005,2.007005,7.21781,5.184433,4.658694,28.1303157806397,10.4646129608154
2151,non-code-switch,PSU,4683,PSU_1454,现在 房子 还 在 ， 有 兴趣 的 欢迎 联系 。,"Right now the house is still available, those who are interested are welcome to contact me.",7,有,兴趣,7.2971773,有 兴趣,nmod:assmod 兴趣 联系,nmod:assmod,are,interested,1.8226061,are interested,acl:relcl those interested,acl:relcl,52.607504043862600,0.000000000000000,-36.464743104299300,36.464743104299300,14.17548855,0.00005404,-9.82569992,9.82569992,2,10,3,NN,JJ,11,-4.3108773,-4.613528,15.7701311111171,6.0545664,-6.0545664,0.0150451,-1.8226061,1.8226061,12.1849771,-12.1849771,0.0002148,-3.6680436,3.6680436,7.2971773,4.3108773,4.613528,52.460054397583,3.93347716331482
2153,non-code-switch,PSU,4621,PSU_1455,欢迎 实地 查看 ！,Welcome to visit!,3,实地,查看,7.1670523,实地 查看,ccomp 欢迎 查看,ccomp,to,visit,7.998726,to visit,xcomp Welcome visit,xcomp,57.642995401218900,0.000000000000000,-39.955079741384800,39.955079741384800,13.97553970,0.00006208,-9.68710594,9.68710594,2,5,2,VV,VB,4,-3.9995549,-3.858796,12.0031540113806,26.571193,-26.571193,0.000000,-7.998726,7.998726,6.8666665,-6.8666665,0.0085689,-2.0670726,2.0670726,7.1670523,3.9995549,3.858796,23.7599592208862,10.3719244003296
2155,non-code-switch,PSU,3797,PSU_1456,请问 ， 您 的 联系 方式 ?,"What's your contact number, please?",6,联系,方式,7.1598167,联系 方式,dep 请问 方式,dep,contact,number,7.3995776,contact number,nsubj What number,nsubj,49.923443155112200,0.000000000000001,-34.604293866810700,34.604293866810700,11.33952159,0.00038589,-7.85995742,7.85995742,2,6,5,NN,NN,7,-3.1553562,-6.3147993,7.4187414283221,24.5808647,-24.5808647,0.0000000,-7.3995776,7.3995776,17.09272,-17.09272,0.00001,-5.14542,5.14542,7.1598167,3.1553562,6.3147993,42.9832534790039,2.78684544563293
2157,non-code-switch,PSU,3959,PSU_1457,降价 了 ， 你 点 开 你 的 连接 看看,"The price is down, you click on your link to see",9,的,连接,7.2105746,的 连接,dobj 开 连接,dobj,your,link,4.975893,your link,obl click link,obl,54.02982189965100,0.00000000000000,-37.45061871589910,37.45061871589910,15.2591887,0.0000255,-10.5768636,10.5768636,2,4,3,NN,NNP,10,-5.7607994,-4.222269,16.1588780854573,16.529559,-16.529559,0.000011,-4.975893,4.975893,14.4733108,-14.4733108,0.0000440,-4.3569007,4.3569007,7.2105746,5.7607994,4.222269,29.1860122680664,7.81172180175781
2159,non-code-switch,PSU,5222,PSU_1458,我 可以 提供 室内 的 照片 。,I can provide photographs of the interior.,4,提供,室内,7.1861086,提供 室内,amod 室内 照片,amod,the,interior,8.673893,the interior,nmod photographs interior,nmod,55.56915287753510,0.00000000000000,-38.51760164316800,38.51760164316800,15.1806266,0.0000269,-10.5224085,10.5224085,2,8,2,JJ,NNP,7,-4.0888357,-6.716107,17.0565992557477,28.814049,-28.814049,0.000000,-8.673893,8.673893,16.2085290,-16.2085290,0.0000132,-4.8792534,4.8792534,7.1861086,4.0888357,6.716107,24.4583301544189,8.05807781219482
2161,non-code-switch,PSU,2056,PSU_1471,白天 基本 不 在家 ， 只 需要 地方 洗漱 和 休息 ， 行李 少 。,"Basically not at home during the day, only need a place to wash and rest, less luggage.",8,需要,地方,6.6978993,需要 地方,compound:nn 地方 洗漱,compound:nn,a,place,2.4792514,a place,obj need place,obj,49.77075703849430,0.00000000000000,-34.49845991556640,34.49845991556640,11.28789199,0.00039995,-7.82417051,7.82417051,2,5,1,NN,NN,15,-3.3744073,-3.7535741,27.0902106682512,8.2358949,-8.2358949,0.0033170,-2.4792514,2.4792514,14.4397155,-14.4397155,0.0000450,-4.3467875,4.3467875,6.6978993,3.3744073,3.7535741,21.6242752075195,7.4372673034668
2163,non-code-switch,PSU,350,PSU_1477,很 实用 的 一 辆 车 ～ ～ 男 女生 都 很 适合 开 ！,A very practical car ~ ~ boys and girls are very suitable to drive it!,4,的,一,5.631143,的 一,nummod 一 车,nummod,a,car,3.2425392,a car,nsubj practical car,nsubj,46.076754676539700,0.000000000000013,-31.937972593395800,31.937972593395800,13.55736723,0.00008295,-9.39725087,9.39725087,1,3,2,CD,NN,15,-6.316577,-0.8550439,12.5286498167108,10.7714821,-10.7714821,0.0005721,-3.2425392,3.2425392,12.147125,-12.147125,0.000220,-3.656649,3.656649,5.631143,6.316577,0.8550439,30.9613933563232,11.6276016235352
2165,non-code-switch,PSU,7130,PSU_1481,请 问 您 还 在 找 房子 吗 ？,Are you still looking for an apartment?,7,找,房子,6.8863854,找 房子,dobj 找 房子,dobj,an,apartment,8.381389,an apartment,obl looking apartment,obl,53.96242516285600,0.00000000000000,-37.40390285781070,37.40390285781070,15.4251678,0.0000227,-10.6919116,10.6919116,2,9,1,NN,NN,9,-5.383753,-4.061942,1.20416817334251,27.842372,-27.842372,0.000000,-8.381389,8.381389,6.1641545,-6.1641545,0.0139446,-1.8555954,1.8555954,6.8863854,5.383753,4.061942,43.1128616333008,7.22999668121338
